Epoch 0: Train Loss 2.302936553955078, Train Acc 0.10017336159944534
P(y|x) 5:4000 loss=   0.355168045, acc=   0.875000000
P(y|x) 5:4100 loss=   0.330545276, acc=   0.875000000
P(y|x) 5:4200 loss=   0.415298164, acc=   0.828125000
Epoch 5: Train Loss 0.29688766598701477, Train Acc 0.898804247379303
Epoch 5: Test Loss 0.54355788230896, Test Acc 0.8165000081062317
Epoch 5: Valid Loss 0.5645939707756042, Valid Acc 0.8029999732971191
P(y|x) 6:4300 loss=   0.270385981, acc=   0.921875000
P(y|x) 6:4400 loss=   0.236192450, acc=   0.953125000
P(y|x) 6:4500 loss=   0.320978671, acc=   0.843750000
P(y|x) 6:4600 loss=   0.369402051, acc=   0.859375000
P(y|x) 6:4700 loss=   0.365272611, acc=   0.921875000
P(y|x) 6:4800 loss=   0.374213874, acc=   0.828125000
P(y|x) 6:4900 loss=   0.483076453, acc=   0.812500000
Epoch 6: Train Loss 0.23445042967796326, Train Acc 0.9196746349334717
Epoch 6: Test Loss 0.5645366907119751, Test Acc 0.8176000118255615
Epoch 6: Valid Loss 0.5676453113555908, Valid Acc 0.8133999705314636
P(y|x) 7:5000 loss=   0.325717241, acc=   0.921875000
P(y|x) 7:5100 loss=   0.167593077, acc=   0.953125000
P(y|x) 7:5200 loss=   0.091484994, acc=   1.000000000
P(y|x) 7:5300 loss=   0.129192173, acc=   0.968750000
P(y|x) 7:5400 loss=   0.262999177, acc=   0.890625000
P(y|x) 7:5500 loss=   0.286300063, acc=   0.921875000
P(y|x) 7:5600 loss=   0.251300633, acc=   0.921875000
Epoch 7: Train Loss 0.16621461510658264, Train Acc 0.9420785903930664
Epoch 7: Test Loss 0.5460696220397949, Test Acc 0.8252000212669373
Epoch 7: Valid Loss 0.5381996035575867, Valid Acc 0.8299999833106995
P(y|x) 8:5700 loss=   0.135652095, acc=   0.968750000
P(y|x) 8:5800 loss=   0.218973801, acc=   0.921875000
P(y|x) 8:5900 loss=   0.218914047, acc=   0.890625000
P(y|x) 8:6000 loss=   0.175690144, acc=   0.921875000
P(y|x) 8:6100 loss=   0.098269276, acc=   0.953125000
P(y|x) 8:6200 loss=   0.199022591, acc=   0.906250000
P(y|x) 8:6300 loss=   0.342310995, acc=   0.859375000
Epoch 8: Train Loss 0.16277660429477692, Train Acc 0.9416118264198303
Epoch 8: Test Loss 0.630119800567627, Test Acc 0.8126999735832214
Epoch 8: Valid Loss 0.6511043906211853, Valid Acc 0.8108000159263611
P(y|x) 9:6400 loss=   0.243673429, acc=   0.921875000
P(y|x) 9:6500 loss=   0.209152877, acc=   0.890625000
P(y|x) 9:6600 loss=   0.288410276, acc=   0.890625000
P(y|x) 9:6700 loss=   0.250886023, acc=   0.906250000
P(y|x) 9:6800 loss=   0.290204465, acc=   0.875000000
P(y|x) 9:6900 loss=   0.129217982, acc=   0.953125000
P(y|x) 9:7000 loss=   0.155786201, acc=   0.937500000
Epoch 9: Train Loss 0.17493176460266113, Train Acc 0.9392780661582947
Epoch 9: Test Loss 0.6418946385383606, Test Acc 0.8073999881744385
Epoch 9: Valid Loss 0.6259835958480835, Valid Acc 0.8162000179290771
P(y|x) 10:7100 loss=   0.113844760, acc=   0.953125000
P(y|x) 10:7200 loss=   0.137374938, acc=   0.937500000
P(y|x) 10:7300 loss=   0.156176776, acc=   0.953125000
P(y|x) 10:7400 loss=   0.145679027, acc=   0.968750000
P(y|x) 10:7500 loss=   0.143293291, acc=   0.968750000
P(y|x) 10:7600 loss=   0.085449606, acc=   0.968750000
P(y|x) 10:7700 loss=   0.128340259, acc=   0.953125000
Epoch 10: Train Loss 0.10035303980112076, Train Acc 0.9652605056762695
Epoch 10: Test Loss 0.6405746936798096, Test Acc 0.8266000151634216
Epoch 10: Valid Loss 0.6574295163154602, Valid Acc 0.829800009727478
P(y|x) 11:7800 loss=   0.072003014, acc=   0.968750000
P(y|x) 11:7900 loss=   0.074393831, acc=   0.984375000
P(y|x) 11:8000 loss=   0.084128171, acc=   0.968750000
P(y|x) 11:8100 loss=   0.184286907, acc=   0.921875000
P(y|x) 11:8200 loss=   0.026455320, acc=   1.000000000
P(y|x) 11:8300 loss=   0.090126321, acc=   0.968750000
P(y|x) 11:8400 loss=   0.267453969, acc=   0.937500000
Epoch 11: Train Loss 0.09511641412973404, Train Acc 0.966127336025238
Epoch 11: Test Loss 0.6574103832244873, Test Acc 0.8299999833106995
Epoch 11: Valid Loss 0.6871296167373657, Valid Acc 0.8203999996185303
P(y|x) 12:8500 loss=   0.063060939, acc=   0.968750000
P(y|x) 12:8600 loss=   0.058015466, acc=   0.984375000
P(y|x) 12:8700 loss=   0.032766625, acc=   0.984375000
P(y|x) 12:8800 loss=   0.038099125, acc=   1.000000000
P(y|x) 12:8900 loss=   0.217653275, acc=   0.937500000
P(y|x) 12:9000 loss=   0.164557770, acc=   0.937500000
P(y|x) 12:9100 loss=   0.172594666, acc=   0.921875000
Epoch 12: Train Loss 0.08630874752998352, Train Acc 0.968572199344635
Epoch 12: Test Loss 0.6872975826263428, Test Acc 0.8245999813079834
Epoch 12: Valid Loss 0.7228208184242249, Valid Acc 0.8227999806404114
P(y|x) 13:9200 loss=   0.215858892, acc=   0.953125000
P(y|x) 13:9300 loss=   0.205170408, acc=   0.937500000
P(y|x) 13:9400 loss=   0.187718987, acc=   0.937500000
P(y|x) 13:9500 loss=   0.129669204, acc=   0.953125000
P(y|x) 13:9600 loss=   0.048851959, acc=   0.984375000
P(y|x) 13:9700 loss=   0.161980942, acc=   0.968750000
P(y|x) 13:9800 loss=   0.071021125, acc=   0.968750000
Epoch 13: Train Loss 0.07114503532648087, Train Acc 0.9749955534934998
Epoch 13: Test Loss 0.7287067770957947, Test Acc 0.8294000029563904
Epoch 13: Valid Loss 0.7713087201118469, Valid Acc 0.821399986743927
P(y|x) 14:9900 loss=   0.070810705, acc=   0.953125000
P(y|x) 14:10000 loss=   0.156029016, acc=   0.921875000
P(y|x) 14:10100 loss=   0.071912080, acc=   0.984375000
P(y|x) 14:10200 loss=   0.046868742, acc=   0.984375000
P(y|x) 14:10300 loss=   0.094225474, acc=   0.968750000
P(y|x) 14:10400 loss=   0.039769970, acc=   0.984375000
P(y|x) 14:10500 loss=   0.101533160, acc=   0.953125000
Epoch 14: Train Loss 0.05497794225811958, Train Acc 0.9811300039291382
Epoch 14: Test Loss 0.7363805770874023, Test Acc 0.8277999758720398
Epoch 14: Valid Loss 0.7491472363471985, Valid Acc 0.8276000022888184
P(y|x) 15:10600 loss=   0.082398109, acc=   0.984375000
P(y|x) 15:10700 loss=   0.101130337, acc=   0.968750000
P(y|x) 15:10800 loss=   0.064588301, acc=   0.968750000
P(y|x) 15:10900 loss=   0.115070015, acc=   0.968750000
P(y|x) 15:11000 loss=   0.108515255, acc=   0.953125000
P(y|x) 15:11100 loss=   0.157638550, acc=   0.953125000
P(y|x) 15:11200 loss=   0.026339434, acc=   0.984375000
Epoch 15: Train Loss 0.10146143287420273, Train Acc 0.964749276638031
Epoch 15: Test Loss 0.8697614073753357, Test Acc 0.819100022315979
Epoch 15: Valid Loss 0.8262667059898376, Valid Acc 0.8241999745368958
P(y|x) 16:11300 loss=   0.020705357, acc=   1.000000000
P(y|x) 16:11400 loss=   0.009734794, acc=   1.000000000
P(y|x) 16:11500 loss=   0.024790376, acc=   0.984375000
P(y|x) 16:11600 loss=   0.061967231, acc=   0.984375000
P(y|x) 16:11700 loss=   0.092972234, acc=   0.968750000
P(y|x) 16:11800 loss=   0.101392157, acc=   0.953125000
P(y|x) 16:11900 loss=   0.113306351, acc=   0.968750000
Epoch 16: Train Loss 0.06826201826334, Train Acc 0.9755956530570984
Epoch 16: Test Loss 0.8174691200256348, Test Acc 0.8287000060081482
Epoch 16: Valid Loss 0.847412109375, Valid Acc 0.8235999941825867
P(y|x) 17:12000 loss=   0.013889961, acc=   1.000000000
P(y|x) 17:12100 loss=   0.018782705, acc=   1.000000000
P(y|x) 17:12200 loss=   0.011094570, acc=   1.000000000
P(y|x) 17:12300 loss=   0.007765070, acc=   1.000000000
P(y|x) 17:12400 loss=   0.032450989, acc=   0.984375000
P(y|x) 17:12500 loss=   0.071540944, acc=   0.968750000
P(y|x) 17:12600 loss=   0.120601773, acc=   0.968750000
Epoch 17: Train Loss 0.05738608166575432, Train Acc 0.9798631072044373
Epoch 17: Test Loss 0.837731659412384, Test Acc 0.8238999843597412
Epoch 17: Valid Loss 0.8425591588020325, Valid Acc 0.824999988079071
P(y|x) 18:12700 loss=   0.050400175, acc=   0.984375000
P(y|x) 18:12800 loss=   0.070202596, acc=   0.984375000
P(y|x) 18:12900 loss=   0.091769949, acc=   0.937500000
P(y|x) 18:13000 loss=   0.061051145, acc=   0.968750000
P(y|x) 18:13100 loss=   0.119913228, acc=   0.953125000
P(y|x) 18:13200 loss=   0.105503678, acc=   0.968750000
P(y|x) 18:13300 loss=   0.160655573, acc=   0.968750000
Epoch 18: Train Loss 0.02477944828569889, Train Acc 0.9917541146278381
Epoch 18: Test Loss 0.7702094316482544, Test Acc 0.8410000205039978
Epoch 18: Valid Loss 0.7863447070121765, Valid Acc 0.8320000171661377
P(y|x) 19:13400 loss=   0.018006071, acc=   1.000000000
P(y|x) 19:13500 loss=   0.086161673, acc=   0.953125000
P(y|x) 19:13600 loss=   0.152675584, acc=   0.953125000
P(y|x) 19:13700 loss=   0.058126591, acc=   0.984375000
P(y|x) 19:13800 loss=   0.013149321, acc=   1.000000000
P(y|x) 19:13900 loss=   0.080365427, acc=   0.968750000
P(y|x) 19:14000 loss=   0.185403571, acc=   0.953125000
Epoch 19: Train Loss 0.05933735519647598, Train Acc 0.979663074016571
Epoch 19: Test Loss 0.8892925977706909, Test Acc 0.824400007724762
Epoch 19: Valid Loss 0.8980044722557068, Valid Acc 0.8181999921798706
P(y|x) 20:14100 loss=   0.084761098, acc=   0.968750000
P(y|x) 20:14200 loss=   0.034928352, acc=   0.984375000
P(y|x) 20:14300 loss=   0.095071107, acc=   0.984375000
P(y|x) 20:14400 loss=   0.025335893, acc=   0.984375000
P(y|x) 20:14500 loss=   0.096309461, acc=   0.968750000
P(y|x) 20:14600 loss=   0.029076219, acc=   0.984375000
P(y|x) 20:14700 loss=   0.089633420, acc=   0.968750000
Epoch 20: Train Loss 0.05205857753753662, Train Acc 0.9828858375549316
Epoch 20: Test Loss 0.8777459859848022, Test Acc 0.8227999806404114
Epoch 20: Valid Loss 0.9152501821517944, Valid Acc 0.8234000205993652
P(y|x) 21:14800 loss=   0.043521404, acc=   0.968750000
P(y|x) 21:14900 loss=   0.065375946, acc=   0.984375000
P(y|x) 21:15000 loss=   0.099382676, acc=   0.968750000
P(y|x) 21:15100 loss=   0.011876568, acc=   1.000000000
P(y|x) 21:15200 loss=   0.051493399, acc=   0.953125000
P(y|x) 21:15300 loss=   0.127239987, acc=   0.984375000
P(y|x) 21:15400 loss=   0.028230019, acc=   0.984375000
Epoch 21: Train Loss 0.03540434315800667, Train Acc 0.9880867600440979
Epoch 21: Test Loss 0.8397196531295776, Test Acc 0.8389999866485596
Epoch 21: Valid Loss 0.8840574026107788, Valid Acc 0.8285999894142151
P(y|x) 22:15500 loss=   0.028758168, acc=   0.984375000
P(y|x) 22:15600 loss=   0.047449008, acc=   0.984375000
P(y|x) 22:15700 loss=   0.003908202, acc=   1.000000000
P(y|x) 22:15800 loss=   0.075706966, acc=   0.968750000
P(y|x) 22:15900 loss=   0.175558776, acc=   0.953125000
P(y|x) 22:16000 loss=   0.090198711, acc=   0.953125000
P(y|x) 22:16100 loss=   0.068637200, acc=   0.968750000
Epoch 22: Train Loss 0.04978964477777481, Train Acc 0.9826858043670654
Epoch 22: Test Loss 0.7620442509651184, Test Acc 0.8255000114440918
Epoch 22: Valid Loss 0.783012866973877, Valid Acc 0.8230000138282776
P(y|x) 23:16200 loss=   0.039929047, acc=   0.968750000
P(y|x) 23:16300 loss=   0.008310050, acc=   1.000000000
P(y|x) 23:16400 loss=   0.174759328, acc=   0.968750000
P(y|x) 23:16500 loss=   0.042011574, acc=   0.984375000
P(y|x) 23:16600 loss=   0.095769219, acc=   0.968750000
P(y|x) 23:16700 loss=   0.020603776, acc=   0.984375000
P(y|x) 23:16800 loss=   0.186784253, acc=   0.953125000
Epoch 23: Train Loss 0.05455702543258667, Train Acc 0.9814633727073669
Epoch 23: Test Loss 0.9117725491523743, Test Acc 0.8252000212669373
Epoch 23: Valid Loss 0.9041795134544373, Valid Acc 0.8270000219345093
P(y|x) 24:16900 loss=   0.027756780, acc=   1.000000000
P(y|x) 24:17000 loss=   0.179989368, acc=   0.937500000
P(y|x) 24:17100 loss=   0.183926865, acc=   0.921875000
P(y|x) 24:17200 loss=   0.210139677, acc=   0.953125000
P(y|x) 24:17300 loss=   0.160570189, acc=   0.937500000
P(y|x) 24:17400 loss=   0.065797530, acc=   0.968750000
P(y|x) 24:17500 loss=   0.077732995, acc=   0.984375000
Epoch 24: Train Loss 0.08213137835264206, Train Acc 0.9702836275100708
Epoch 24: Test Loss 0.9211592674255371, Test Acc 0.8151000142097473
Epoch 24: Valid Loss 0.9541370868682861, Valid Acc 0.8126000165939331
P(y|x) 25:17600 loss=   0.010624677, acc=   1.000000000
P(y|x) 25:17700 loss=   0.016146123, acc=   0.984375000
P(y|x) 25:17800 loss=   0.019974142, acc=   1.000000000
P(y|x) 25:17900 loss=   0.008314505, acc=   1.000000000
P(y|x) 25:18000 loss=   0.052560277, acc=   0.984375000
P(y|x) 25:18100 loss=   0.114526108, acc=   0.984375000
P(y|x) 25:18200 loss=   0.015694499, acc=   1.000000000
Epoch 25: Train Loss 0.049962904304265976, Train Acc 0.9827969670295715
Epoch 25: Test Loss 0.9327492117881775, Test Acc 0.8255000114440918
Epoch 25: Valid Loss 0.9116851687431335, Valid Acc 0.8289999961853027
P(y|x) 26:18300 loss=   0.089362562, acc=   0.937500000
P(y|x) 26:18400 loss=   0.045931697, acc=   0.984375000
P(y|x) 26:18500 loss=   0.001235798, acc=   1.000000000
P(y|x) 26:18600 loss=   0.108310804, acc=   0.984375000
P(y|x) 26:18700 loss=   0.077473603, acc=   0.953125000
P(y|x) 26:18800 loss=   0.005204767, acc=   1.000000000
P(y|x) 26:18900 loss=   0.030569226, acc=   0.984375000
Epoch 26: Train Loss 0.04595652222633362, Train Acc 0.9841082692146301
Epoch 26: Test Loss 0.8358787298202515, Test Acc 0.8230000138282776
Epoch 26: Valid Loss 0.8951824307441711, Valid Acc 0.8212000131607056
P(y|x) 27:19000 loss=   0.048094645, acc=   0.984375000
P(y|x) 27:19100 loss=   0.105568878, acc=   0.968750000
P(y|x) 27:19200 loss=   0.083972611, acc=   0.953125000
P(y|x) 27:19300 loss=   0.014165677, acc=   1.000000000
P(y|x) 27:19400 loss=   0.067549407, acc=   0.953125000
P(y|x) 27:19500 loss=   0.048209086, acc=   0.984375000
P(y|x) 27:19600 loss=   0.123969480, acc=   0.984375000
Epoch 27: Train Loss 0.0263342447578907, Train Acc 0.9913762211799622
Epoch 27: Test Loss 0.857292115688324, Test Acc 0.8374000191688538
Epoch 27: Valid Loss 0.8533445596694946, Valid Acc 0.8398000001907349
P(y|x) 28:19700 loss=   0.058075354, acc=   0.984375000
P(y|x) 28:19800 loss=   0.010369703, acc=   1.000000000
P(y|x) 28:19900 loss=   0.065714106, acc=   0.984375000
P(y|x) 28:20000 loss=   0.031795286, acc=   0.984375000
P(y|x) 28:20100 loss=   0.067155287, acc=   0.984375000
P(y|x) 28:20200 loss=   0.008316919, acc=   1.000000000
P(y|x) 28:20300 loss=   0.103796303, acc=   0.968750000
Epoch 28: Train Loss 0.025845490396022797, Train Acc 0.9913984537124634
Epoch 28: Test Loss 0.9049338698387146, Test Acc 0.8327999711036682
Epoch 28: Valid Loss 0.8965050578117371, Valid Acc 0.8342000246047974
P(y|x) 29:20400 loss=   0.021721914, acc=   0.984375000
P(y|x) 29:20500 loss=   0.021469370, acc=   1.000000000
P(y|x) 29:20600 loss=   0.240170538, acc=   0.984375000
P(y|x) 29:20700 loss=   0.007664695, acc=   1.000000000
P(y|x) 29:20800 loss=   0.003157213, acc=   1.000000000
P(y|x) 29:20900 loss=   0.023049146, acc=   0.984375000
P(y|x) 29:21000 loss=   0.013457276, acc=   1.000000000
Epoch 29: Train Loss 0.01936478354036808, Train Acc 0.9937099814414978
Epoch 29: Test Loss 0.959304690361023, Test Acc 0.838100016117096
Epoch 29: Valid Loss 0.9240992069244385, Valid Acc 0.8429999947547913
P(y|x) 30:21100 loss=   0.039723426, acc=   0.984375000
P(y|x) 30:21200 loss=   0.077495977, acc=   0.953125000
P(y|x) 30:21300 loss=   0.032155767, acc=   0.984375000
P(y|x) 30:21400 loss=   0.043944992, acc=   0.984375000
P(y|x) 30:21500 loss=   0.033328600, acc=   0.984375000
P(y|x) 30:21600 loss=   0.038514107, acc=   0.984375000
P(y|x) 30:21700 loss=   0.000207618, acc=   1.000000000
Epoch 30: Train Loss 0.02981683425605297, Train Acc 0.9898204207420349
Epoch 30: Test Loss 0.8256086111068726, Test Acc 0.8330000042915344
Epoch 30: Valid Loss 0.8780494332313538, Valid Acc 0.8327999711036682
P(y|x) 31:21800 loss=   0.011701673, acc=   1.000000000
P(y|x) 31:21900 loss=   0.072235949, acc=   0.984375000
P(y|x) 31:22000 loss=   0.071134761, acc=   0.984375000
P(y|x) 31:22100 loss=   0.058147535, acc=   0.984375000
P(y|x) 31:22200 loss=   0.058827914, acc=   0.984375000
P(y|x) 31:22300 loss=   0.152596787, acc=   0.937500000
P(y|x) 31:22400 loss=   0.012272418, acc=   1.000000000
Epoch 31: Train Loss 0.03243425861001015, Train Acc 0.9888424873352051
Epoch 31: Test Loss 0.9918680787086487, Test Acc 0.8288000226020813
Epoch 31: Valid Loss 1.012313723564148, Valid Acc 0.8288000226020813
P(y|x) 32:22500 loss=   0.021642491, acc=   0.984375000
P(y|x) 32:22600 loss=   0.007241145, acc=   1.000000000
P(y|x) 32:22700 loss=   0.116053119, acc=   0.953125000
P(y|x) 32:22800 loss=   0.032955840, acc=   0.984375000
P(y|x) 32:22900 loss=   0.004682109, acc=   1.000000000
P(y|x) 32:23000 loss=   0.011597127, acc=   1.000000000
P(y|x) 32:23100 loss=   0.418444782, acc=   0.968750000
Epoch 32: Train Loss 0.04791019484400749, Train Acc 0.9839971661567688
Epoch 32: Test Loss 1.0131257772445679, Test Acc 0.8248000144958496
Epoch 32: Valid Loss 0.969598650932312, Valid Acc 0.8245999813079834
P(y|x) 33:23200 loss=   0.012808934, acc=   1.000000000
P(y|x) 33:23300 loss=   0.064537019, acc=   0.968750000
P(y|x) 33:23400 loss=   0.076406375, acc=   0.984375000
P(y|x) 33:23500 loss=   0.024959236, acc=   0.984375000
P(y|x) 33:23600 loss=   0.046782903, acc=   0.984375000
P(y|x) 33:23700 loss=   0.030112714, acc=   0.984375000
P(y|x) 33:23800 loss=   0.008088082, acc=   1.000000000
P(y|x) 33:23900 loss=   0.043548025, acc=   0.984375000
Epoch 33: Train Loss 0.036031950265169144, Train Acc 0.9878644943237305
Epoch 33: Test Loss 0.9614220857620239, Test Acc 0.828499972820282
Epoch 33: Valid Loss 1.0145931243896484, Valid Acc 0.8256000280380249
P(y|x) 34:24000 loss=   0.011384562, acc=   1.000000000
P(y|x) 34:24100 loss=   0.108621486, acc=   0.968750000
P(y|x) 34:24200 loss=   0.060113698, acc=   0.953125000
P(y|x) 34:24300 loss=   0.123943031, acc=   0.968750000
P(y|x) 34:24400 loss=   0.057733208, acc=   0.968750000
P(y|x) 34:24500 loss=   0.052578487, acc=   0.968750000
P(y|x) 34:24600 loss=   0.087377578, acc=   0.953125000
Epoch 34: Train Loss 0.03050161339342594, Train Acc 0.9890646934509277
Epoch 34: Test Loss 0.9137166738510132, Test Acc 0.8320000171661377
Epoch 34: Valid Loss 0.9502702951431274, Valid Acc 0.8258000016212463
P(y|x) 35:24700 loss=   0.066800058, acc=   0.953125000
P(y|x) 35:24800 loss=   0.110123567, acc=   0.968750000
P(y|x) 35:24900 loss=   0.005030856, acc=   1.000000000
P(y|x) 35:25000 loss=   0.030973315, acc=   0.984375000
P(y|x) 35:25100 loss=   0.001959309, acc=   1.000000000
P(y|x) 35:25200 loss=   0.030202895, acc=   0.984375000
P(y|x) 35:25300 loss=   0.001576394, acc=   1.000000000
Epoch 35: Train Loss 0.026359016075730324, Train Acc 0.9910428524017334
Epoch 35: Test Loss 0.9140316247940063, Test Acc 0.8371999859809875
Epoch 35: Valid Loss 0.9471796154975891, Valid Acc 0.8342000246047974
P(y|x) 36:25400 loss=   0.006885663, acc=   1.000000000
P(y|x) 36:25500 loss=   0.011915967, acc=   1.000000000
P(y|x) 36:25600 loss=   0.052087471, acc=   0.984375000
P(y|x) 36:25700 loss=   0.033325911, acc=   0.984375000
P(y|x) 36:25800 loss=   0.001320526, acc=   1.000000000
P(y|x) 36:25900 loss=   0.037844099, acc=   1.000000000
P(y|x) 36:26000 loss=   0.004575983, acc=   1.000000000
Epoch 36: Train Loss 0.03022295981645584, Train Acc 0.9895092248916626
Epoch 36: Test Loss 0.981057345867157, Test Acc 0.8292999863624573
Epoch 36: Valid Loss 0.9769120812416077, Valid Acc 0.8288000226020813
P(y|x) 37:26100 loss=   0.156793594, acc=   0.953125000
P(y|x) 37:26200 loss=   0.063926756, acc=   0.984375000
P(y|x) 37:26300 loss=   0.007924333, acc=   1.000000000
P(y|x) 37:26400 loss=   0.262763083, acc=   0.968750000
P(y|x) 37:26500 loss=   0.155906141, acc=   0.968750000
P(y|x) 37:26600 loss=   0.003867373, acc=   1.000000000
P(y|x) 37:26700 loss=   0.001091972, acc=   1.000000000
Epoch 37: Train Loss 0.03404754772782326, Train Acc 0.9885312914848328
Epoch 37: Test Loss 1.0085641145706177, Test Acc 0.8260999917984009
Epoch 37: Valid Loss 1.0129657983779907, Valid Acc 0.8226000070571899
P(y|x) 38:26800 loss=   0.024060369, acc=   0.984375000
P(y|x) 38:26900 loss=   0.005369373, acc=   1.000000000
P(y|x) 38:27000 loss=   0.017146021, acc=   1.000000000
P(y|x) 38:27100 loss=   0.084706970, acc=   0.984375000
P(y|x) 38:27200 loss=   0.007763490, acc=   1.000000000
P(y|x) 38:27300 loss=   0.005831286, acc=   1.000000000
P(y|x) 38:27400 loss=   0.015418380, acc=   0.984375000
Epoch 38: Train Loss 0.0300737414509058, Train Acc 0.9899759888648987
Epoch 38: Test Loss 1.088980793952942, Test Acc 0.8274000287055969
Epoch 38: Valid Loss 1.067461371421814, Valid Acc 0.8276000022888184
P(y|x) 39:27500 loss=   0.129239604, acc=   0.984375000
P(y|x) 39:27600 loss=   0.007078484, acc=   1.000000000
P(y|x) 39:27700 loss=   0.038644239, acc=   0.984375000
P(y|x) 39:27800 loss=   0.015658371, acc=   1.000000000
P(y|x) 39:27900 loss=   0.094095737, acc=   0.953125000
P(y|x) 39:28000 loss=   0.008535072, acc=   1.000000000
P(y|x) 39:28100 loss=   0.085044593, acc=   0.937500000
Epoch 39: Train Loss 0.05751356482505798, Train Acc 0.9798631072044373
Epoch 39: Test Loss 0.9473968744277954, Test Acc 0.8136000037193298
Epoch 39: Valid Loss 0.9709927439689636, Valid Acc 0.8158000111579895
P(y|x) 40:28200 loss=   0.003034770, acc=   1.000000000
P(y|x) 40:28300 loss=   0.036139473, acc=   0.984375000
P(y|x) 40:28400 loss=   0.012613118, acc=   1.000000000
P(y|x) 40:28500 loss=   0.016157672, acc=   0.984375000
P(y|x) 40:28600 loss=   0.288111866, acc=   0.968750000
P(y|x) 40:28700 loss=   0.024749398, acc=   1.000000000
P(y|x) 40:28800 loss=   0.007361591, acc=   1.000000000
Epoch 40: Train Loss 0.032487817108631134, Train Acc 0.9895981550216675
Epoch 40: Test Loss 1.0642063617706299, Test Acc 0.8256999850273132
Epoch 40: Valid Loss 1.0831093788146973, Valid Acc 0.8352000117301941
P(y|x) 41:28900 loss=   0.003307581, acc=   1.000000000
P(y|x) 41:29000 loss=   0.113998026, acc=   0.984375000
